Unnamed: 0,Temp_min,Temp_max,pH_min,pH_max,conduc_min,conduc_max,bod_min,bod_max,nitrate_min,nitrate_max,Fcoli_min,Fcoli_max,Tcoli_min,Tcoli_max,Tds_min,Tds_max,F_min,F_max,Ar_min,Ar_max
1001,18.0,18.0,7.9,8.1,811.0,1028.0,-1.0,-1.0,-1.0,-1.0,2.0,2.0,2.0,2.0,628.0,802.0,0.7,0.7,-1.0,-1.0
1002,-1.0,-1.0,8.0,8.0,2600.0,2600.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1306.0,1306.0,-1.0,-1.0,-1.0,-1.0
1003,21.0,23.0,7.3,7.4,548.0,1150.0,1.0,1.0,0.3,0.3,2.0,2.0,2.0,2.0,320.0,755.0,0.2,0.2,-1.0,-1.0
1004,-1.0,-1.0,7.3,7.3,694.0,694.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,346.0,346.0,345.0,345.0,-1.0,-1.0,-1.0,-1.0
1005,16.0,19.0,8.0,8.0,751.0,801.0,-1.0,-1.0,-1.0,-1.0,2.0,2.0,2.0,2.0,488.0,528.0,0.6,0.7,-1.0,-1.0
1006,23.0,23.0,7.5,7.5,948.0,948.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,568.0,568.0,-1.0,-1.0,-1.0,-1.0
1007,23.0,25.0,7.4,7.5,420.0,470.0,1.0,1.0,0.3,0.3,2.0,2.0,31.0,34.0,250.0,280.0,0.2,0.3,-1.0,-1.0
1008,21.5,21.5,7.4,7.6,460.0,465.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,302.0,395.0,-1.0,-1.0,-1.0,-1.0
1009,21.0,22.0,7.2,7.2,1315.0,1445.0,1.0,1.0,0.3,0.3,2.0,2.0,2.0,2.0,752.0,920.0,0.2,0.2,-1.0,-1.0
1010,21.0,24.0,7.0,7.2,2052.0,2120.0,1.0,1.2,0.3,0.4,2.0,2.0,2.0,2.0,924.0,1460.0,0.2,0.2,-1.0,-1.0
1011,-1.0,-1.0,7.4,7.4,742.0,742.0,1.0,1.0,0.3,0.3,2.0,2.0,24.0,24.0,464.0,464.0,0.4,0.4,-1.0,-1.0
1012,-1.0,-1.0,7.4,7.4,186.0,186.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,94.0,94.0,-1.0,-1.0,-1.0,-1.0
1013,18.0,20.0,7.8,7.9,801.0,921.0,-1.0,-1.0,-1.0,-1.0,2.0,2.0,2.0,2.0,562.0,602.0,0.7,0.8,-1.0,-1.0
1014,18.0,18.0,7.9,7.9,420.0,420.0,1.0,1.0,2.6,2.6,2.0,2.0,2.0,2.0,260.0,260.0,0.2,0.2,0.001,0.001
1015,19.0,21.0,7.4,8.4,217.0,1064.0,1.0,1.0,0.3,3.6,2.0,2.0,2.0,2.0,138.0,674.0,0.2,0.4,0.001,0.001
1016,30.0,30.0,7.2,7.2,320.0,320.0,6.0,6.0,0.3,0.3,-1.0,-1.0,-1.0,-1.0,218.0,218.0,0.5,0.5,0.001,0.001
1017,25.0,30.0,7.2,7.7,294.0,370.0,2.1,2.2,0.6,0.6,-1.0,-1.0,-1.0,-1.0,188.0,256.0,0.5,0.5,0.001,0.001
1018,23.0,28.0,7.3,7.5,320.0,400.0,1.3,1.6,0.3,0.3,-1.0,-1.0,-1.0,-1.0,218.0,225.0,0.5,0.5,0.001,0.001
1019,21.0,28.0,7.2,7.4,354.0,370.0,1.5,2.2,0.6,0.6,-1.0,-1.0,-1.0,-1.0,215.0,256.0,0.5,0.5,0.001,0.001
1020,24.0,32.0,7.0,7.7,278.0,320.0,1.8,2.0,0.3,0.3,-1.0,-1.0,-1.0,-1.0,169.0,206.0,0.8,0.8,0.001,0.001
1021,24.0,32.0,7.4,7.6,280.0,293.0,2.2,2.2,0.3,0.3,-1.0,-1.0,-1.0,-1.0,191.0,196.0,0.8,0.8,0.001,0.001
1022,19.0,22.0,7.9,8.3,297.0,849.0,1.0,1.0,0.3,5.7,2.0,2.0,2.0,2.0,190.0,525.0,0.2,0.2,0.001,0.001
1023,20.0,20.0,7.5,7.5,286.0,286.0,1.0,1.0,0.3,0.3,-1.0,-1.0,-1.0,-1.0,183.0,183.0,0.2,0.2,0.001,0.001
1024,23.0,32.0,7.1,7.5,326.0,330.0,2.4,2.7,0.3,0.3,-1.0,-1.0,-1.0,-1.0,137.0,227.0,0.4,0.4,0.001,0.001
1025,23.0,32.0,7.0,7.3,276.0,360.0,1.8,2.0,0.3,0.3,-1.0,-1.0,-1.0,-1.0,184.0,235.0,0.6,0.6,0.001,0.001
1026,19.0,19.0,6.1,6.7,149.0,250.0,1.0,1.0,0.3,0.3,2.0,2.0,2.0,2.0,91.0,160.0,0.5,0.5,0.001,0.001
1027,19.0,20.0,6.0,7.3,196.0,283.0,1.0,1.0,0.3,0.3,2.0,2.0,2.0,2.0,130.0,183.0,0.4,0.4,0.001,0.001
1028,19.0,21.0,6.9,7.6,219.0,937.0,1.0,1.0,0.3,2.1,2.0,2.0,2.0,2.0,599.0,599.0,0.2,0.2,0.001,0.001
1029,20.0,20.0,7.5,7.6,374.0,695.0,1.0,1.0,0.3,3.8,2.0,2.0,2.0,2.0,239.0,430.0,0.2,0.2,0.001,0.001
1030,23.0,28.0,7.2,7.5,400.0,547.0,2.6,3.5,0.3,0.3,2.0,2.0,2.0,2.0,216.0,270.0,0.6,0.6,0.001,0.001
1031,23.0,28.0,7.1,7.2,410.0,529.0,3.2,3.8,0.3,0.3,2.0,2.0,2.0,2.0,208.0,272.0,0.7,0.7,0.001,0.001
1032,24.0,30.0,7.8,8.0,228.0,320.0,1.3,2.4,0.3,0.3,2.0,2.0,2.0,2.0,129.0,210.0,0.4,0.4,0.001,0.001
1033,28.0,30.0,7.4,7.5,1050.0,7356.0,1.0,1.0,0.3,1.2,2.0,2.0,5.0,5.0,554.0,6070.0,0.3,0.6,0.001,0.001
1034,30.0,31.0,7.7,8.0,381.0,470.0,1.0,1.0,0.3,0.5,2.0,2.0,2.0,2.0,238.0,248.0,0.6,0.9,0.001,0.001
1035,27.0,32.0,7.1,8.0,408.0,856.0,1.0,1.0,0.3,0.3,2.0,4.0,2.0,5.0,244.0,530.0,0.3,0.4,0.001,0.001
1036,29.0,30.0,7.1,7.6,916.0,1769.0,1.0,1.0,0.3,0.3,2.0,2.0,2.0,4.0,736.0,824.0,0.3,0.4,0.001,0.001
1037,29.0,30.0,6.9,7.9,244.0,614.0,1.0,1.0,0.38,0.4,2.0,2.0,2.0,2.0,194.0,500.0,0.2,0.6,0.001,0.001
1038,27.0,32.0,8.1,8.4,1580.0,1881.0,1.0,1.0,0.3,0.3,7.0,9.0,9.0,10.0,900.0,934.0,0.3,0.4,0.001,0.015
1039,29.0,30.0,7.0,7.5,1958.0,3009.0,1.0,1.0,0.3,0.3,2.0,2.0,2.0,2.0,1374.0,1566.0,0.4,0.5,0.001,0.001
1040,30.0,30.0,7.4,7.8,482.0,627.0,1.0,1.0,0.3,0.3,2.0,2.0,2.0,2.0,242.0,316.0,0.5,0.6,0.001,0.001
1041,29.0,30.0,7.1,7.5,2298.0,2859.0,1.0,1.0,0.3,0.3,2.0,2.0,2.0,13.0,1956.0,2048.0,0.2,0.3,0.001,0.001
1042,26.0,29.0,7.5,7.5,1137.0,9678.0,1.0,1.0,0.3,0.7,2.0,2.0,2.0,2.0,554.0,662.0,0.7,1.0,0.001,0.012
1043,28.0,31.0,7.1,7.1,1462.0,1650.0,1.0,1.0,0.3,0.3,2.0,2.0,2.0,2.0,1146.0,1216.0,0.3,0.3,0.001,0.001
1044,29.0,30.0,7.2,7.8,634.0,878.0,1.0,1.0,0.31,0.7,2.0,2.0,2.0,2.0,434.0,554.0,0.3,0.3,0.001,0.001
1045,30.0,32.0,7.0,7.7,576.0,760.0,1.0,1.0,0.3,0.3,2.0,2.0,2.0,8.0,264.0,362.0,0.2,1.2,0.001,0.001
1046,26.0,28.0,7.9,7.9,743.0,753.0,1.0,1.0,0.3,0.3,2.0,2.0,2.0,2.0,366.0,526.0,0.4,0.5,0.001,0.001
1047,27.0,30.0,6.7,7.7,652.0,739.0,1.0,1.0,0.42,0.49,2.0,2.0,2.0,2.0,368.0,368.0,0.3,1.1,0.001,0.001
1048,25.0,32.0,7.3,7.4,1135.0,1398.0,1.0,1.0,0.3,1.08,2.0,2.0,2.0,2.0,730.0,820.0,0.7,0.9,0.001,0.013
1049,25.0,25.0,7.2,7.2,175.0,175.0,1.0,1.0,0.3,0.3,2.0,2.0,2.0,2.0,14.0,14.0,0.2,0.2,-1.0,-1.0
1050,29.0,29.0,7.5,7.7,718.0,912.0,1.0,1.0,0.3,0.44,2.0,2.0,2.0,2.0,406.0,498.0,0.6,0.7,0.001,0.001
1051,29.0,29.0,7.8,7.8,612.0,612.0,1.0,1.0,0.3,0.3,2.0,2.0,2.0,2.0,168.0,168.0,0.2,0.2,0.001,0.001
1052,30.0,32.0,7.0,8.1,589.0,738.0,1.0,1.0,0.3,0.3,2.0,2.0,4.0,5.0,314.0,390.0,0.2,1.5,0.008,0.008
1053,27.0,28.0,7.3,7.4,929.0,938.0,1.0,1.0,0.3,0.3,7.0,9.0,8.0,12.0,514.0,636.0,0.5,0.5,0.001,0.023
1054,28.0,30.0,8.0,8.0,428.0,3482.0,1.0,1.0,0.3,0.3,2.0,2.0,2.0,2.0,230.0,232.0,0.3,0.6,0.001,0.001
1055,27.0,29.0,7.4,8.1,622.0,683.0,1.0,1.0,0.34,0.46,2.0,2.0,2.0,2.0,388.0,592.0,0.4,0.5,0.001,0.001
1056,29.0,29.0,7.9,7.9,1248.0,1248.0,1.0,1.0,0.3,0.3,2.0,2.0,2.0,2.0,624.0,624.0,0.8,0.8,0.009,0.009
1057,23.0,28.0,7.4,7.6,61.0,78.0,1.0,1.0,0.3,0.41,2.0,2.0,2.0,2.0,36.0,42.0,0.2,0.2,0.001,0.001
1058,29.0,31.0,6.3,7.5,205.0,229.0,1.0,1.0,0.3,0.3,2.0,2.0,2.0,2.0,134.0,138.0,0.2,0.6,0.001,0.001
1059,28.0,28.0,7.7,8.1,248.0,419.0,1.0,1.0,0.3,0.32,2.0,2.0,2.0,2.0,170.0,208.0,0.3,0.4,0.001,0.001
1060,27.0,29.0,7.4,7.5,691.0,4213.0,1.0,1.0,0.5,1.2,2.0,2.0,2.0,2.0,572.0,2858.0,0.2,0.5,0.001,0.001
1061,12.0,18.0,7.4,7.4,123.0,141.0,1.0,1.0,0.3,0.3,2.0,2.0,2.0,2.0,54.0,68.0,0.2,0.2,0.001,0.001
1062,27.0,28.0,7.4,7.5,434.0,1196.0,1.0,1.0,0.3,0.51,2.0,2.0,2.0,2.0,316.0,788.0,0.2,0.5,0.012,0.012
1063,29.0,29.0,6.9,8.3,320.0,727.0,1.0,1.0,0.3,0.37,2.0,2.0,2.0,2.0,128.0,470.0,0.2,0.9,0.001,0.001
1064,28.0,29.0,6.6,7.8,910.0,1299.0,1.0,1.0,0.3,0.39,2.0,2.0,2.0,2.0,490.0,884.0,0.2,1.0,0.01,0.01
1065,26.0,26.0,7.7,7.7,194.0,194.0,1.0,1.0,0.3,0.3,2.0,2.0,2.0,2.0,92.0,92.0,0.3,0.3,-1.0,-1.0
1066,20.0,28.0,7.1,7.4,125.0,224.0,1.0,1.0,0.3,0.3,2.0,2.0,2.0,2.0,72.0,98.0,0.2,0.2,0.001,0.001
1067,26.0,27.0,7.6,7.6,210.0,259.0,1.0,1.0,0.3,0.52,2.0,2.0,2.0,2.0,98.0,182.0,0.2,0.2,0.001,0.001
1068,26.0,30.0,7.4,7.5,253.0,1264.0,1.0,1.2,0.51,1.1,2.0,4.0,23.0,33.0,100.0,778.0,0.3,0.3,0.001,0.001
1069,61.0,67.0,9.1,9.1,487.0,523.0,1.0,1.0,0.3,0.3,2.0,2.0,2.0,2.0,308.0,394.0,11.4,15.8,0.009,0.009
1070,30.0,31.0,7.0,7.2,1299.0,1325.0,1.0,1.0,0.3,0.3,2.0,2.0,22.0,23.0,882.0,936.0,0.3,0.4,0.001,0.001
1071,27.0,28.0,7.4,7.9,979.0,1400.0,1.0,1.0,0.3,0.3,2.0,2.0,2.0,2.0,466.0,982.0,0.3,0.3,0.001,0.023
1072,28.0,29.0,8.3,8.4,550.0,594.0,1.0,1.0,0.3,0.3,2.0,2.0,2.0,2.0,324.0,454.0,0.2,0.6,0.001,0.001
1073,29.0,29.0,7.3,8.0,217.0,546.0,1.0,1.0,0.3,0.46,2.0,2.0,2.0,2.0,146.0,322.0,0.3,1.0,0.001,0.001
1074,28.0,30.0,7.7,8.2,684.0,729.0,1.0,1.0,0.33,0.36,2.0,4.0,2.0,8.0,422.0,544.0,0.2,1.0,0.001,0.001
1075,27.0,28.0,7.5,7.8,442.0,4080.0,1.0,1.0,0.3,0.3,2.0,2.0,2.0,2.0,244.0,278.0,0.2,0.3,0.001,0.001
1076,28.0,29.0,7.1,7.5,1127.0,1593.0,1.0,1.0,0.3,0.35,2.0,2.0,2.0,11.0,798.0,812.0,0.4,0.4,0.001,0.001
1077,29.0,29.0,7.6,7.9,871.0,6464.0,1.0,1.0,0.3,0.6,2.0,2.0,2.0,2.0,340.0,482.0,0.6,1.0,0.001,0.001
1078,30.0,30.0,7.6,7.9,364.0,1769.0,1.0,1.0,0.3,0.4,2.0,2.0,2.0,2.0,38.0,1012.0,0.3,0.5,0.001,0.001
1079,28.0,32.0,7.1,7.5,790.0,1447.0,1.0,1.0,0.3,0.3,2.0,2.0,2.0,2.0,462.0,726.0,0.2,0.4,0.001,0.001
1080,28.0,30.0,7.8,7.8,470.0,2800.0,1.0,1.0,0.3,0.38,2.0,2.0,2.0,2.0,224.0,252.0,0.6,0.8,0.001,0.001
1081,27.0,28.0,7.7,8.0,951.0,969.0,1.0,1.0,0.3,0.3,2.0,2.0,2.0,2.0,582.0,730.0,0.9,1.0,0.012,0.012
1082,26.0,29.0,6.9,7.2,168.0,270.0,1.0,1.0,0.48,0.48,2.0,2.0,2.0,2.0,112.0,158.0,0.5,0.5,0.001,0.001
1083,26.0,26.0,7.4,8.1,736.0,772.0,1.0,1.0,0.3,0.3,2.0,2.0,2.0,2.0,410.0,428.0,0.3,0.4,0.001,0.001
1084,26.0,27.0,7.2,7.5,593.0,816.0,1.0,1.0,0.3,0.3,2.0,2.0,2.0,2.0,342.0,552.0,0.2,0.3,0.001,0.001
1085,27.0,30.0,7.2,7.9,358.0,651.0,1.0,1.0,0.3,0.3,2.0,2.0,5.0,6.0,332.0,640.0,0.5,0.6,0.001,0.001
1086,28.0,31.0,7.3,7.4,1435.0,1730.0,1.0,1.0,0.3,0.3,5.0,7.0,14.0,23.0,1358.0,1500.0,0.3,0.3,0.001,0.001
1087,29.0,31.0,7.3,7.3,1705.0,1921.0,1.0,1.0,0.3,0.3,13.0,23.0,27.0,79.0,926.0,1470.0,0.2,0.3,0.001,0.001
1088,26.0,30.0,7.2,7.6,909.0,1090.0,1.0,1.0,0.3,0.8,2.0,2.0,2.0,2.0,478.0,478.0,0.2,0.3,0.001,0.001
1089,30.0,31.0,7.9,8.2,370.0,437.0,1.0,1.0,0.3,0.31,2.0,2.0,2.0,2.0,154.0,254.0,0.3,0.9,0.001,0.001
0,24.0,25.0,7.7,7.8,1742.0,1894.0,0.0,0.0,0.54,0.63,3.0,3.0,24.0,28.0,1026.0,1210.0,0.72,1.2,0.0,0.0
1,24.0,24.0,7.7,7.8,1920.0,1926.0,0.0,1.2,0.57,0.82,3.0,3.0,75.0,75.0,1140.0,1190.0,0.26,0.92,0.0,0.0
2,24.0,25.0,7.6,7.8,1859.0,1924.0,1.2,1.4,0.53,0.9,3.0,3.0,39.0,64.0,1100.0,1220.0,0.34,1.04,0.0,0.0
3,27.0,27.0,8.2,8.2,984.0,984.0,0.0,0.0,1.74,1.74,3.0,3.0,23.0,23.0,600.0,600.0,1.16,1.16,-1.0,-1.0
4,22.0,28.0,6.8,7.5,4640.0,5860.0,0.0,2.2,6.61,7.2,0.0,0.0,0.0,0.0,3248.0,3517.0,1.5,1.9,-1.0,-1.0
5,20.0,27.0,6.1,7.2,4820.0,6546.0,0.0,2.8,1.83,10.6,0.0,0.0,0.0,0.0,2896.0,4582.0,1.0,1.2,-1.0,-1.0
6,26.0,30.0,6.2,6.9,1620.0,1756.0,1.2,1.8,2.9,4.32,0.0,0.0,0.0,0.0,973.0,1226.0,0.5,0.6,-1.0,-1.0
7,28.0,29.0,6.8,6.9,837.0,1310.0,0.0,2.5,1.54,5.17,0.0,0.0,0.0,0.0,586.0,784.0,0.5,0.5,-1.0,-1.0
8,26.0,26.0,7.8,7.8,1880.0,3010.0,2.0,2.9,2.3,6.67,4.0,4.0,69.0,93.0,1212.0,1888.0,0.89,1.15,0.0,0.0
9,26.0,28.0,7.3,8.4,1950.0,2060.0,1.1,2.3,2.28,3.46,3.0,4.0,39.0,64.0,1320.0,1396.0,0.21,0.98,0.0,0.0
10,22.0,29.0,7.5,7.9,234.0,612.0,1.8,1.9,0.0,4.9,3.0,7.0,28.0,75.0,160.0,394.0,0.0,0.38,0.0,0.0
11,27.0,30.0,7.1,7.8,1740.0,1820.0,1.6,2.5,0.97,12.26,3.0,4.0,64.0,93.0,1180.0,1240.0,0.58,0.92,0.0,0.0
12,26.0,26.0,7.3,7.5,2279.0,2992.0,0.0,1.2,4.26,7.35,3.0,3.0,23.0,64.0,1340.0,1820.0,0.56,0.67,0.0,0.0
13,26.0,27.0,7.4,8.0,1480.0,2220.0,1.2,1.4,5.94,23.72,3.0,7.0,75.0,93.0,1244.0,1540.0,0.8,0.9,0.0,0.0
14,26.0,27.0,7.1,7.6,2350.0,3280.0,0.0,1.5,4.44,7.47,4.0,9.0,64.0,120.0,1612.0,2216.0,0.23,0.74,0.0,0.0
15,25.0,28.0,7.9,7.9,4520.0,5670.0,1.9,2.4,7.1,90.73,3.0,7.0,75.0,93.0,3160.0,3844.0,0.0,0.51,0.0,0.0
16,26.0,27.0,7.4,8.5,960.0,1840.0,1.5,2.0,2.42,6.67,4.0,7.0,69.0,75.0,648.0,1244.0,0.62,1.15,0.0,0.0
17,28.0,28.0,7.1,7.9,950.0,1280.0,1.2,2.0,7.14,7.81,4.0,7.0,69.0,75.0,644.0,872.0,0.24,1.75,0.0,0.0
18,27.0,30.0,7.4,7.8,1040.0,1050.0,1.4,2.3,3.23,5.5,4.0,7.0,75.0,75.0,704.0,708.0,0.42,0.47,0.0,0.0
19,24.0,26.0,7.5,7.5,2360.0,8452.0,1.8,2.5,1.06,6.46,3.0,4.0,39.0,75.0,1648.0,5524.0,0.42,0.56,0.0,0.0
20,23.0,26.0,7.2,7.8,11500.0,13520.0,0.0,2.5,6.47,7.85,4.0,11.0,69.0,150.0,7348.0,9196.0,0.86,1.29,0.0,0.0
21,24.0,26.0,7.0,7.5,720.0,1370.0,1.2,2.1,7.39,11.09,3.0,7.0,75.0,93.0,492.0,956.0,0.46,0.64,0.0,0.0
22,25.0,26.0,7.9,8.1,1480.0,1790.0,0.0,2.0,4.49,6.51,3.0,4.0,69.0,75.0,1020.0,1140.0,0.0,0.43,0.0,0.0
23,26.0,26.0,8.0,8.0,631.0,631.0,1.9,1.9,0.85,0.85,4.0,4.0,64.0,64.0,428.0,428.0,0.37,0.37,0.0,0.0
24,27.0,27.0,7.5,8.1,2932.0,3624.0,1.2,2.0,2.66,3.58,3.0,3.0,75.0,75.0,1904.0,2170.0,0.7,1.39,0.02,0.02
25,26.0,27.0,7.9,8.2,1820.0,1850.0,0.0,0.0,2.92,2.94,3.0,3.0,23.0,28.0,1100.0,1150.0,0.92,1.2,0.0,0.0
26,21.0,27.0,7.5,7.8,670.0,922.0,0.0,0.0,1.45,1.66,3.0,3.0,15.0,23.0,410.0,570.0,0.54,0.58,0.0,0.0
27,23.0,24.0,7.1,7.4,4240.0,4525.0,1.2,2.2,3.5,3.6,3.0,3.0,23.0,78.0,2670.0,2760.0,0.88,2.11,-1.0,-1.0
28,27.0,31.0,7.2,7.8,8319.0,15660.0,1.4,2.6,4.62,6.84,3.0,3.0,43.0,150.0,5240.0,9860.0,1.04,1.7,-1.0,-1.0
0,26.0,28.0,6.1,6.6,1172.0,1560.0,0.0,0.0,2.2,4.27,0.0,0.0,0.0,0.0,820.0,929.0,0.5,0.8,-1.0,-1.0
1,27.0,28.0,6.5,7.3,2172.0,2970.0,0.0,6.0,8.6,13.59,0.0,0.0,0.0,0.0,1521.0,1783.0,0.7,1.2,-1.0,-1.0
2,25.0,28.0,6.4,6.8,2836.0,3080.0,1.2,2.8,7.87,9.2,0.0,0.0,0.0,0.0,1849.0,1984.0,1.1,1.2,-1.0,-1.0
3,25.0,28.0,6.6,6.7,3210.0,3650.0,0.0,0.0,4.51,7.2,0.0,0.0,0.0,0.0,2189.0,2245.0,1.4,1.5,-1.0,-1.0
0,24.0,26.0,6.8,7.5,193.0,262.0,1.2,1.8,0.7,0.8,0.0,0.0,0.0,0.0,112.0,168.0,0.0,0.0,-1.0,-1.0
1,25.0,25.0,7.3,7.3,120.0,120.0,1.6,1.6,0.8,0.8,0.0,0.0,0.0,0.0,74.0,74.0,0.26,0.26,-1.0,-1.0
2,24.0,25.0,7.0,7.3,256.0,288.0,1.2,1.8,0.7,1.4,0.0,0.0,0.0,0.0,146.0,160.0,0.0,0.21,-1.0,-1.0
3,26.0,26.0,6.8,7.0,290.0,308.0,1.2,1.7,0.6,0.8,0.0,0.0,0.0,0.0,164.0,174.0,0.0,0.24,-1.0,-1.0
4,26.0,26.0,7.4,7.8,223.0,365.0,1.1,1.3,0.7,1.8,0.0,0.0,0.0,0.0,132.0,200.0,0.23,0.24,-1.0,-1.0
5,22.0,24.0,6.8,6.8,104.0,202.0,1.3,1.7,0.5,0.6,0.0,0.0,0.0,0.0,68.0,116.0,0.22,0.23,-1.0,-1.0
6,28.0,28.0,7.0,7.3,276.0,392.0,1.7,2.1,0.5,0.7,0.0,0.0,0.0,0.0,166.0,212.0,0.0,0.22,-1.0,-1.0
7,29.0,31.0,7.3,7.5,201.0,366.0,1.3,1.5,0.5,0.5,0.0,0.0,0.0,0.0,118.0,202.0,0.0,0.0,-1.0,-1.0
8,26.0,27.0,7.0,7.3,194.0,390.0,1.1,1.6,0.7,0.7,0.0,0.0,0.0,0.0,124.0,214.0,0.0,0.23,-1.0,-1.0
9,26.0,30.0,7.0,7.2,176.0,391.0,1.4,2.0,0.7,0.7,0.0,0.0,0.0,0.0,104.0,214.0,0.23,0.23,-1.0,-1.0
10,25.0,25.0,7.0,7.2,295.0,310.0,1.4,2.0,0.6,0.8,0.0,0.0,0.0,0.0,164.0,172.0,0.0,0.26,-1.0,-1.0
11,27.0,27.0,7.0,7.0,281.0,297.0,1.2,1.8,0.6,0.9,0.0,0.0,0.0,0.0,160.0,168.0,0.0,0.23,-1.0,-1.0
12,25.0,28.0,7.0,7.0,151.0,358.0,1.1,1.8,0.6,0.8,0.0,0.0,0.0,0.0,92.0,196.0,0.21,0.22,-1.0,-1.0
13,23.0,25.0,7.0,7.3,153.0,380.0,0.0,1.7,0.4,0.6,0.0,0.0,0.0,0.0,90.0,208.0,0.21,0.24,-1.0,-1.0
14,23.0,25.0,7.1,7.1,41.0,408.0,1.1,1.9,0.0,0.5,0.0,0.0,0.0,0.0,30.0,220.0,0.0,0.0,-1.0,-1.0
15,28.0,28.0,7.2,7.5,155.0,242.0,1.2,1.7,0.5,0.6,0.0,0.0,0.0,0.0,92.0,138.0,0.0,0.22,-1.0,-1.0
16,26.0,30.0,7.0,7.1,151.0,368.0,1.2,1.8,0.5,0.6,0.0,0.0,0.0,0.0,96.0,198.0,0.0,0.24,-1.0,-1.0
17,28.0,29.0,7.0,7.1,208.0,312.0,1.2,1.9,0.7,0.8,0.0,0.0,0.0,0.0,122.0,176.0,0.21,0.22,-1.0,-1.0
18,28.0,28.0,7.0,7.3,211.0,408.0,1.4,2.3,0.8,0.9,0.0,0.0,0.0,0.0,118.0,218.0,0.0,0.21,0.0,0.0
19,25.0,30.0,7.0,7.4,284.0,401.0,1.2,2.1,0.8,0.8,0.0,0.0,0.0,0.0,152.0,218.0,0.0,0.22,-1.0,-1.0
20,28.0,31.0,7.2,7.6,193.0,230.0,1.2,1.4,0.6,0.6,0.0,0.0,0.0,0.0,114.0,130.0,0.21,0.23,-1.0,-1.0
21,27.0,28.0,7.3,7.3,276.0,376.0,1.7,2.2,0.7,0.7,0.0,0.0,0.0,0.0,166.0,204.0,0.0,0.22,-1.0,-1.0
22,28.0,30.0,7.2,7.3,194.0,329.0,1.2,1.7,0.6,0.6,0.0,0.0,0.0,0.0,114.0,182.0,0.21,0.23,0.0,0.0
23,28.0,28.0,7.0,7.7,201.0,346.0,1.1,1.8,0.6,0.7,0.0,0.0,0.0,0.0,118.0,192.0,0.0,0.0,-1.0,-1.0
24,34.0,34.0,6.8,6.8,209.0,209.0,1.9,1.9,0.7,0.7,0.0,0.0,0.0,0.0,122.0,122.0,0.22,0.22,-1.0,-1.0
25,20.0,30.0,7.0,7.2,217.0,341.0,1.2,1.8,0.6,0.7,0.0,0.0,0.0,0.0,130.0,190.0,0.0,0.21,-1.0,-1.0
26,24.0,24.0,7.5,7.5,119.0,119.0,1.5,1.5,0.6,0.6,0.0,0.0,0.0,0.0,72.0,72.0,0.24,0.24,-1.0,-1.0
27,26.0,26.0,6.8,6.8,157.0,157.0,1.7,1.7,0.7,0.7,0.0,0.0,0.0,0.0,94.0,94.0,0.0,0.0,-1.0,-1.0
28,20.0,20.0,7.0,7.0,120.0,120.0,1.6,1.6,0.5,0.5,0.0,0.0,0.0,0.0,76.0,76.0,0.23,0.23,-1.0,-1.0
29,24.0,24.0,6.9,7.2,116.0,148.0,1.2,1.8,0.7,0.8,0.0,0.0,0.0,0.0,76.0,90.0,0.0,0.0,-1.0,-1.0
30,24.0,24.0,6.8,6.8,186.0,196.0,1.4,1.7,0.6,0.6,0.0,0.0,0.0,0.0,110.0,116.0,0.0,0.0,-1.0,-1.0
31,23.0,24.0,6.8,7.0,151.0,346.0,1.3,2.2,0.6,0.7,0.0,0.0,0.0,0.0,96.0,192.0,0.0,0.23,-1.0,-1.0
32,28.0,28.0,7.0,7.8,162.0,253.0,1.1,1.8,0.4,0.6,0.0,0.0,0.0,0.0,96.0,144.0,0.0,0.21,-1.0,-1.0
33,26.0,32.0,7.3,7.6,80.0,391.0,1.3,1.6,0.6,0.7,0.0,0.0,0.0,0.0,54.0,212.0,0.0,0.21,-1.0,-1.0
34,26.0,30.0,7.3,7.4,73.0,372.0,1.2,1.7,0.7,0.7,0.0,0.0,0.0,0.0,50.0,202.0,0.21,0.24,-1.0,-1.0
35,25.0,26.0,6.8,7.0,230.0,236.0,1.2,1.4,0.8,1.6,0.0,0.0,0.0,0.0,130.0,140.0,0.23,0.26,-1.0,-1.0
36,25.0,26.0,7.8,7.8,303.0,406.0,1.2,2.3,0.8,1.3,0.0,0.0,0.0,0.0,168.0,224.0,0.22,0.22,-1.0,-1.0
37,25.0,25.0,7.2,7.2,223.0,223.0,1.3,1.3,0.5,0.5,0.0,0.0,0.0,0.0,128.0,128.0,0.23,0.23,-1.0,-1.0
38,25.0,25.0,7.0,7.0,188.0,188.0,1.4,1.4,0.6,0.6,0.0,0.0,0.0,0.0,120.0,120.0,0.21,0.21,-1.0,-1.0
39,25.0,27.0,6.9,7.0,153.0,343.0,1.2,1.7,0.4,0.8,0.0,0.0,0.0,0.0,94.0,190.0,0.0,0.21,-1.0,-1.0
40,24.0,26.0,7.1,7.2,170.0,364.0,1.3,1.8,0.6,0.7,0.0,0.0,0.0,0.0,102.0,200.0,0.0,0.22,-1.0,-1.0
