Unnamed: 0,Temp_min,Temp_max,pH_min,pH_max,conduc_min,conduc_max,bod_min,bod_max,nitrate_min,nitrate_max,Fcoli_min,Fcoli_max,Tcoli_min,Tcoli_max,Tds_min,Tds_max,F_min,F_max,Ar_min,Ar_max
484,26.5,30.0,7.5,7.6,410.0,448.0,-1.0,-1.0,2.5,4.1,-1.0,-1.0,-1.0,-1.0,265.0,330.0,-1.0,-1.0,-1.0,-1.0
485,21.0,21.0,7.4,8.4,477.0,1017.0,1.0,1.0,0.3,0.3,2.0,2.0,4.0,4.0,440.0,817.0,0.2,0.2,0.001,0.001
486,21.0,22.2,7.2,7.4,298.0,542.0,1.0,1.0,0.3,0.3,2.0,2.0,14.0,14.0,274.0,462.0,0.2,0.2,0.001,0.001
487,24.0,28.0,7.0,7.2,758.0,1995.0,1.0,1.0,5.05,6.85,66.0,66.0,220.0,220.0,548.0,1522.0,0.2,0.4,-1.0,-1.0
488,25.0,30.0,7.4,8.1,723.0,723.0,1.2,1.4,1.2,1.4,3.0,3.0,15.0,15.0,450.0,450.0,0.2,0.2,-1.0,-1.0
489,20.0,27.0,7.1,7.6,739.0,3767.0,1.0,1.0,6.42,34.6,2.0,2.0,23.0,24.0,278.0,544.0,0.2,0.2,-1.0,-1.0
490,24.0,28.0,6.9,7.9,529.0,1152.0,3.5,7.0,0.3,5.75,2.0,2.0,280.0,280.0,384.0,712.0,0.2,0.7,-1.0,-1.0
491,23.0,25.0,7.0,7.1,1013.0,1235.0,1.0,1.5,0.36,15.0,2.0,2.0,22.0,22.0,768.0,876.0,0.2,0.3,-1.0,-1.0
492,28.0,28.0,7.4,7.4,1178.0,1178.0,2.8,2.8,15.09,15.09,2.0,2.0,24.0,24.0,765.0,765.0,-1.0,-1.0,-1.0,-1.0
493,26.0,26.0,7.9,7.9,386.0,386.0,-1.0,-1.0,0.3,0.3,2.0,2.0,14.0,14.0,248.0,248.0,-1.0,-1.0,-1.0,-1.0
494,27.0,28.0,7.2,7.8,740.0,848.0,1.0,2.0,6.3,7.21,46.0,46.0,210.0,210.0,526.0,622.0,0.2,0.2,-1.0,-1.0
495,25.0,25.0,7.2,7.2,1033.0,1033.0,1.3,1.3,12.04,12.04,-1.0,-1.0,-1.0,-1.0,605.0,605.0,0.2,0.2,-1.0,-1.0
496,28.0,29.0,7.4,7.5,272.0,811.0,1.0,4.0,8.16,8.9,58.0,58.0,350.0,350.0,162.0,598.0,0.2,0.2,-1.0,-1.0
497,21.0,24.0,7.6,8.1,696.0,4887.0,1.0,1.0,2.19,2.7,2.0,2.0,2.0,4.0,342.0,430.0,0.7,0.7,-1.0,-1.0
498,21.0,23.0,7.3,7.4,2081.0,2623.0,1.0,1.0,2.74,3.2,2.0,2.0,4.0,4.0,1290.0,1628.0,0.6,0.8,-1.0,-1.0
499,20.0,24.0,7.5,7.8,810.0,982.0,1.0,1.0,2.2,3.98,2.0,2.0,4.0,4.0,502.0,591.0,0.7,1.0,-1.0,-1.0
500,26.0,31.0,7.7,7.7,724.0,791.0,1.2,1.8,1.2,1.4,3.0,3.0,15.0,15.0,455.0,462.0,0.2,0.2,-1.0,-1.0
501,26.9,28.0,7.1,7.2,1375.0,1422.0,1.0,1.2,2.0,4.8,2.0,2.0,8.0,8.0,1286.0,1388.0,-1.0,-1.0,-1.0,-1.0
502,24.0,28.0,7.0,7.1,988.0,1023.0,1.0,1.0,3.2,3.8,2.0,2.0,6.0,6.0,757.0,822.0,-1.0,-1.0,-1.0,-1.0
503,21.2,21.2,7.2,7.5,368.0,368.0,1.0,1.0,0.5,0.5,2.0,2.0,17.0,17.0,342.0,421.0,0.2,0.2,0.001,0.001
504,21.2,21.2,7.1,7.6,282.0,282.0,1.0,1.0,0.4,0.4,2.0,2.0,13.0,13.0,262.0,421.0,0.2,0.2,0.001,0.001
505,28.0,31.0,7.3,8.1,692.0,692.0,1.0,1.0,1.2,1.4,3.0,3.0,14.0,15.0,463.0,502.0,0.2,0.2,-1.0,-1.0
506,22.0,30.0,7.4,7.8,2104.0,3050.0,1.4,2.2,4.9,4.98,-1.0,-1.0,-1.0,-1.0,1646.0,2170.0,-1.0,-1.0,-1.0,-1.0
507,21.0,24.0,6.5,7.5,1359.0,1528.0,1.0,1.0,2.94,3.7,2.0,2.0,4.0,9.0,815.0,855.0,0.9,0.9,-1.0,-1.0
508,27.8,28.0,8.0,8.1,491.0,589.0,1.0,1.0,0.68,0.8,2.0,2.0,2.0,2.0,361.0,422.0,-1.0,-1.0,-1.0,-1.0
509,28.0,28.5,8.0,8.1,488.0,611.0,1.0,1.0,0.7,0.82,2.0,2.0,2.0,2.0,385.0,438.0,-1.0,-1.0,-1.0,-1.0
510,-1.0,-1.0,7.2,7.4,5294.0,5388.0,1.0,1.4,9.2,12.6,-1.0,-1.0,-1.0,-1.0,4232.0,4300.0,-1.0,-1.0,-1.0,-1.0
511,24.0,24.0,7.3,7.3,1861.0,1861.0,1.2,1.2,8.2,8.2,-1.0,-1.0,-1.0,-1.0,1302.0,1302.0,-1.0,-1.0,-1.0,-1.0
512,-1.0,-1.0,7.6,7.9,2150.0,3292.0,1.2,1.8,4.0,6.82,2.0,2.0,22.0,22.0,1640.0,2306.0,0.2,0.2,-1.0,-1.0
513,27.0,27.0,7.4,7.8,798.0,835.0,1.0,1.1,9.75,10.1,48.0,48.0,230.0,230.0,586.0,632.0,0.2,0.2,-1.0,-1.0
514,21.0,21.0,7.4,7.7,412.0,611.0,1.0,1.0,0.8,0.8,2.0,2.0,11.0,11.0,342.0,574.0,0.2,0.2,0.001,0.001
515,22.3,22.3,7.4,7.5,428.0,428.0,1.0,1.0,0.3,0.6,2.0,2.0,14.0,14.0,384.0,410.0,0.2,0.2,0.001,0.001
516,26.0,26.0,7.5,7.5,1618.0,1767.0,1.2,1.8,4.48,4.93,-1.0,-1.0,-1.0,-1.0,1310.0,1360.0,-1.0,-1.0,-1.0,-1.0
517,24.0,27.0,7.1,7.9,370.0,850.0,2.1,2.1,0.6,0.64,2.0,2.0,29.0,29.0,196.0,546.0,-1.0,-1.0,-1.0,-1.0
518,25.0,25.0,7.2,7.5,2918.0,3440.0,1.2,1.2,4.1,8.2,-1.0,-1.0,-1.0,-1.0,2040.0,2420.0,-1.0,-1.0,-1.0,-1.0
519,20.0,23.0,7.4,7.6,2044.0,2640.0,1.0,1.0,3.06,6.0,2.0,2.0,6.0,8.0,1266.0,1610.0,0.7,0.8,-1.0,-1.0
520,20.0,23.0,7.5,7.8,2597.0,2936.0,1.0,2.6,2.7,3.26,2.0,2.0,6.0,12.0,1636.0,1820.0,0.8,1.0,-1.0,-1.0
521,20.0,23.0,7.5,7.7,923.0,1666.0,1.0,1.0,1.71,2.8,2.0,2.0,4.0,4.0,674.0,1045.0,0.6,0.8,-1.0,-1.0
522,22.0,22.0,7.8,7.8,1555.0,1555.0,1.0,1.0,3.17,3.17,2.0,2.0,6.0,6.0,933.0,933.0,0.8,0.8,-1.0,-1.0
523,25.0,27.0,7.9,8.0,656.0,1093.0,3.2,5.2,0.44,0.5,8.0,8.0,140.0,140.0,535.0,1060.0,0.2,0.3,0.001,0.001
524,22.0,23.0,7.1,7.3,955.0,2296.0,5.0,5.4,2.59,12.8,6.0,6.0,58.0,58.0,755.0,1754.0,0.2,0.2,0.001,0.001
525,20.0,26.0,7.4,7.9,1294.0,5783.0,4.8,4.8,9.5,10.3,30.0,50.0,275.0,550.0,1088.0,5462.0,0.2,0.2,-1.0,-1.0
526,22.0,22.0,7.4,7.5,769.0,990.0,2.8,4.2,1.06,12.0,6.0,6.0,63.0,63.0,610.0,786.0,0.2,0.2,0.001,0.001
527,-1.0,-1.0,7.3,7.3,1395.0,1395.0,3.2,3.2,1.75,1.75,-1.0,-1.0,-1.0,-1.0,1024.0,1024.0,1.0,1.0,-1.0,-1.0
528,21.0,21.0,7.1,7.1,999.0,999.0,3.0,3.0,6.5,6.5,22.0,22.0,100.0,100.0,782.0,782.0,0.2,0.2,-1.0,-1.0
529,28.0,28.0,7.4,8.0,593.0,970.0,1.8,2.0,1.2,9.14,-1.0,-1.0,-1.0,-1.0,396.0,712.0,0.2,0.3,0.001,0.001
530,28.0,28.0,7.5,8.0,747.0,2084.0,2.2,2.4,0.8,5.13,-1.0,-1.0,-1.0,-1.0,486.0,1454.0,0.2,0.5,0.001,0.001
532,22.0,26.0,7.6,7.9,1290.0,4536.0,4.6,5.0,9.46,10.5,35.0,120.0,350.0,900.0,1082.0,3740.0,0.2,0.2,-1.0,-1.0
533,29.0,29.0,7.3,7.8,1989.0,3486.0,2.4,2.6,0.3,5.45,-1.0,-1.0,-1.0,-1.0,1438.0,2540.0,0.4,0.9,-1.0,-1.0
534,22.0,27.0,7.6,7.8,1305.0,1411.0,3.6,5.2,9.51,9.7,7.0,40.0,45.0,425.0,1096.0,1242.0,0.2,0.2,-1.0,-1.0
535,-1.0,-1.0,8.0,8.0,748.0,748.0,4.0,4.0,0.3,0.3,17.0,17.0,120.0,120.0,599.0,599.0,0.2,0.2,0.001,0.001
536,-1.0,-1.0,8.2,8.2,913.0,913.0,3.0,3.0,-1.0,-1.0,14.0,14.0,140.0,140.0,738.0,738.0,-1.0,-1.0,-1.0,-1.0
537,21.0,22.0,7.1,7.6,368.0,1410.0,3.2,4.0,0.3,14.0,4.0,4.0,49.0,49.0,228.0,1105.0,0.2,0.2,0.001,0.001
538,29.0,29.0,7.9,7.9,1915.0,1915.0,2.6,2.6,0.3,0.3,-1.0,-1.0,-1.0,-1.0,1412.0,1412.0,0.7,0.7,-1.0,-1.0
539,24.0,24.0,7.4,7.4,1046.0,1046.0,2.6,2.6,4.86,4.86,4.0,4.0,11.0,11.0,714.0,714.0,0.2,0.2,0.001,0.001
540,42.0,42.0,7.6,8.7,692.0,930.0,3.2,5.0,0.3,1.0,2.0,17.0,2.0,210.0,580.0,844.0,0.3,0.3,-1.0,-1.0
541,17.0,21.0,7.8,8.0,692.0,791.0,2.7,3.6,0.3,2.6,2.0,11.0,2.0,140.0,595.0,639.0,0.2,0.3,-1.0,-1.0
542,25.0,27.0,6.1,7.6,80.0,94.0,1.8,1.8,0.4,0.4,4.0,4.0,11.0,14.0,48.0,89.0,0.2,0.5,-1.0,-1.0
543,25.0,29.0,6.2,7.2,205.0,476.0,1.6,1.8,0.3,0.8,4.0,6.0,11.0,21.0,146.0,336.0,0.2,0.4,0.001,0.001
545,25.0,29.0,6.0,7.5,138.0,829.0,1.8,2.8,0.3,0.5,5.0,5.0,13.0,17.0,94.0,581.0,0.2,0.4,0.001,0.001
546,25.0,27.0,6.0,7.2,82.0,484.0,1.6,1.8,0.7,2.07,4.0,5.0,13.0,17.0,52.0,344.0,0.2,0.3,0.001,0.001
547,21.0,21.0,7.3,7.3,1510.0,1510.0,4.2,4.2,7.0,7.0,22.0,22.0,120.0,120.0,1189.0,1189.0,0.2,0.2,-1.0,-1.0
548,27.5,29.0,7.5,7.8,3584.0,4076.0,5.4,8.2,10.6,11.11,25.0,30.0,275.0,900.0,3420.0,3496.0,0.2,0.3,-1.0,-1.0
549,23.0,26.0,7.8,8.1,262.0,1295.0,5.0,5.2,0.6,10.36,6.0,25.0,85.0,900.0,244.0,1088.0,0.2,0.2,-1.0,-1.0
550,28.0,38.0,7.1,7.7,520.0,9924.0,3.2,4.2,0.6,3.09,5.0,13.0,43.0,63.0,470.0,893.0,0.4,0.6,0.001,0.001
551,17.0,20.0,7.6,8.0,760.0,1368.0,3.0,3.2,0.3,3.2,2.0,21.0,2.0,150.0,640.0,1129.0,0.2,0.3,0.001,0.001
552,28.0,38.0,7.6,7.9,1019.0,2672.0,3.6,4.0,0.6,1.6,17.0,26.0,63.0,280.0,910.0,2405.0,0.6,1.7,0.001,0.001
553,28.0,28.0,7.4,8.2,980.0,2106.0,1.8,2.4,0.7,4.47,-1.0,-1.0,-1.0,-1.0,640.0,1480.0,0.2,0.4,0.001,0.001
554,24.0,24.0,8.0,8.1,715.0,735.0,3.0,6.5,0.3,2.8,2.0,4.0,2.0,70.0,586.0,605.0,0.2,2.1,0.001,0.001
555,-1.0,-1.0,8.0,8.0,714.0,714.0,3.8,3.8,0.3,0.3,12.0,12.0,94.0,94.0,571.0,571.0,0.2,0.2,0.001,0.001
556,28.0,28.0,7.3,8.1,620.0,2048.0,1.8,2.2,1.1,4.33,-1.0,-1.0,-1.0,-1.0,402.0,1336.0,0.2,0.4,0.001,0.001
557,28.0,29.0,7.9,8.0,74.0,124.0,3.4,3.6,0.3,0.44,11.0,17.0,63.0,70.0,66.0,112.0,0.2,0.2,0.001,0.001
558,25.0,27.0,7.3,7.7,152.0,948.0,5.4,5.4,0.3,8.95,11.0,15.0,80.0,900.0,136.0,796.0,0.2,0.2,-1.0,-1.0
559,21.0,21.0,6.9,6.9,970.0,970.0,5.0,5.0,2.7,2.7,26.0,26.0,150.0,150.0,761.0,761.0,0.2,0.2,-1.0,-1.0
560,28.0,28.0,7.4,8.0,982.0,2192.0,1.8,1.8,1.4,9.14,-1.0,-1.0,-1.0,-1.0,684.0,1440.0,0.2,0.6,0.001,0.001
561,-1.0,-1.0,7.3,7.3,1745.0,1745.0,3.4,3.4,3.75,3.75,-1.0,-1.0,-1.0,-1.0,1238.0,1238.0,1.1,1.1,-1.0,-1.0
562,16.0,16.0,8.0,8.0,826.0,826.0,3.6,3.6,0.3,0.3,20.0,20.0,220.0,220.0,668.0,668.0,0.2,0.2,-1.0,-1.0
563,23.0,23.0,6.2,6.2,4448.0,4448.0,1.8,1.8,13.59,13.59,6.0,6.0,24.0,24.0,3036.0,3036.0,0.2,0.2,-1.0,-1.0
564,23.0,23.0,7.1,7.1,4363.0,4363.0,1.8,1.8,13.59,13.59,6.0,6.0,17.0,17.0,3872.0,3872.0,0.2,0.2,-1.0,-1.0
565,33.0,33.0,8.0,8.3,634.0,756.0,4.0,4.4,0.44,1.2,2.0,21.0,2.0,170.0,589.0,616.0,0.3,0.3,-1.0,-1.0
566,32.0,32.0,7.7,8.6,635.0,740.0,4.5,4.5,1.2,1.2,2.0,14.0,2.0,170.0,528.0,603.0,0.4,0.4,-1.0,-1.0
567,24.0,24.0,6.8,6.8,742.0,742.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,405.0,405.0,-1.0,-1.0,-1.0,-1.0
568,25.0,25.0,6.8,6.8,121.0,121.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,120.0,120.0,-1.0,-1.0,-1.0,-1.0
569,24.0,24.0,6.9,6.9,609.0,609.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,291.0,291.0,-1.0,-1.0,-1.0,-1.0
570,23.0,23.0,6.4,6.4,705.0,705.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,406.0,406.0,-1.0,-1.0,-1.0,-1.0
571,25.0,25.0,6.9,6.9,493.0,493.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,250.0,250.0,-1.0,-1.0,-1.0,-1.0
572,26.0,26.0,6.8,6.8,672.0,672.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,374.0,374.0,-1.0,-1.0,-1.0,-1.0
573,27.0,27.0,7.2,7.2,582.0,582.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,345.0,345.0,-1.0,-1.0,-1.0,-1.0
574,17.0,17.1,6.7,6.8,186.0,202.0,1.3,1.6,0.5,0.63,2.0,2.0,2.0,2.0,128.0,139.0,0.2,0.2,0.001,0.001
575,17.1,18.0,5.0,5.5,105.0,157.0,1.4,1.7,0.3,0.35,2.0,2.0,2.0,2.0,72.0,108.0,0.2,0.2,0.001,0.001
576,17.0,17.4,5.6,5.9,85.0,90.0,1.0,1.1,0.5,0.6,2.0,2.0,2.0,2.0,59.0,62.0,0.2,0.2,0.001,0.001
577,19.0,22.0,6.5,7.1,87.0,97.0,1.4,1.5,8.8,9.2,2.0,2.0,17.0,21.0,60.0,77.0,0.2,0.2,0.001,0.001
578,21.0,22.0,5.4,5.9,59.0,63.0,1.2,1.6,0.3,0.3,2.0,2.0,2.0,9.0,41.0,43.0,0.2,0.2,0.001,0.001
579,21.0,22.0,6.5,6.7,138.0,155.0,1.5,1.8,4.3,4.6,2.0,22.0,84.0,140.0,95.0,108.0,0.2,0.2,0.001,0.001
580,15.0,19.0,6.5,6.6,155.0,162.0,1.8,2.0,0.58,0.6,2.0,2.0,12.0,1100.0,108.0,114.0,0.2,0.2,0.001,0.001
581,43.0,44.0,9.1,9.3,305.0,322.0,1.0,1.6,0.7,0.77,2.0,2.0,2.0,2.0,210.0,219.0,0.2,0.2,0.001,0.001
582,21.0,23.0,5.5,6.5,259.0,285.0,1.5,1.7,10.5,11.2,2.0,2.0,2.0,2.0,179.0,197.0,0.2,0.2,-1.0,-1.0
583,17.0,20.1,6.5,6.8,51.0,55.0,1.3,1.5,0.3,0.3,2.0,2.0,4.0,11.0,35.0,37.0,0.2,0.2,0.001,0.001
584,21.0,22.0,5.7,6.6,235.0,249.0,1.2,1.5,6.0,7.1,2.0,4.0,21.0,49.0,162.0,172.0,0.2,0.2,0.001,0.001
585,14.0,18.0,5.5,5.7,118.0,164.0,1.0,1.4,6.1,6.4,2.0,2.0,2.0,2.0,81.0,113.0,0.2,0.2,0.001,0.001
586,15.0,20.0,5.4,5.7,105.0,115.0,1.1,1.7,3.5,4.9,2.0,2.0,2.0,2.0,72.0,79.0,0.2,0.2,0.001,0.001
587,23.0,24.0,6.5,6.9,316.0,557.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
588,23.0,25.0,5.8,6.0,426.0,438.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
589,23.0,23.0,6.1,6.9,141.0,194.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
590,19.0,20.0,6.2,7.2,203.0,249.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
591,18.0,25.0,6.7,6.8,247.0,447.0,1.0,1.0,-1.0,-1.0,2.0,2.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
592,21.0,21.0,7.2,7.2,152.0,152.0,1.7,1.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
593,25.0,26.0,7.2,7.8,535.0,610.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
594,17.0,18.0,6.7,7.9,239.0,301.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
595,19.0,22.0,5.7,6.3,217.0,357.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
596,25.0,25.0,6.4,6.6,233.0,260.0,1.2,1.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
597,18.0,23.0,6.1,7.1,276.0,394.0,1.0,1.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
598,18.0,26.0,6.1,7.1,327.0,601.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
599,19.0,28.0,6.5,7.2,128.0,266.0,1.0,1.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
600,11.0,19.0,5.9,7.8,165.0,297.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
601,20.0,23.0,5.5,7.1,84.0,124.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
602,19.0,25.0,6.2,6.9,401.0,536.0,1.0,1.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
603,19.0,26.0,6.2,6.8,422.0,527.0,1.1,1.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
604,23.0,25.0,6.5,7.1,227.0,282.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
605,17.0,18.0,6.7,7.3,69.0,124.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
606,23.0,25.0,6.4,7.4,81.0,123.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
607,22.0,22.0,6.4,6.4,555.0,555.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
608,18.0,22.0,7.0,7.5,233.0,491.0,1.2,1.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
609,19.0,21.0,7.0,7.6,119.0,159.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
610,18.0,21.0,6.3,7.3,139.0,453.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
611,18.0,21.0,7.0,7.0,287.0,298.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
612,26.6,28.5,7.0,7.5,239.0,252.0,-1.0,-1.0,0.8,0.8,-1.0,-1.0,-1.0,-1.0,125.0,126.0,0.2,0.2,0.001,0.001
613,17.8,29.0,6.5,6.5,237.0,243.0,-1.0,-1.0,0.9,1.0,-1.0,-1.0,-1.0,-1.0,125.0,142.0,0.2,0.2,0.001,0.001
614,17.8,22.3,6.0,6.6,669.0,788.0,-1.0,-1.0,1.1,2.1,-1.0,-1.0,-1.0,-1.0,73.0,169.0,0.2,0.2,0.001,0.001
615,24.0,32.1,6.4,7.1,232.0,234.0,-1.0,-1.0,1.1,1.8,-1.0,-1.0,-1.0,-1.0,116.0,200.0,0.2,0.2,0.001,0.001
616,23.7,31.6,7.3,7.8,369.0,434.0,-1.0,-1.0,1.0,2.6,-1.0,-1.0,-1.0,-1.0,180.0,188.0,0.2,0.2,0.001,0.001
617,25.3,29.0,2.0,5.2,168.0,184.0,-1.0,-1.0,1.9,3.3,-1.0,-1.0,-1.0,-1.0,80.0,88.0,0.2,0.2,0.001,0.001
618,27.3,31.6,6.0,6.5,186.0,313.0,-1.0,-1.0,1.0,2.5,-1.0,-1.0,-1.0,-1.0,103.0,155.0,0.2,0.2,0.001,0.001
619,25.2,32.7,6.0,7.0,736.0,920.0,-1.0,-1.0,2.0,28.0,-1.0,-1.0,-1.0,-1.0,360.0,460.0,0.2,0.2,0.001,0.001
620,26.8,31.3,6.5,7.5,726.0,1349.0,-1.0,-1.0,1.3,1.8,-1.0,-1.0,-1.0,-1.0,93.0,410.0,0.2,0.2,0.001,0.001
621,25.9,28.7,5.5,6.0,201.0,207.0,-1.0,-1.0,1.6,2.0,-1.0,-1.0,-1.0,-1.0,110.0,117.0,0.2,0.2,0.001,0.001
622,23.0,24.0,7.1,7.2,731.0,1178.0,1.0,1.0,0.8,31.7,2.0,2.0,2.0,2.0,-1.0,-1.0,0.2,0.3,-1.0,-1.0
623,19.0,23.0,6.5,7.4,242.0,704.0,1.0,1.0,0.3,0.7,2.0,2.0,2.0,2.0,-1.0,-1.0,0.2,0.2,-1.0,-1.0
624,29.0,29.0,6.3,7.0,113.0,174.0,1.0,1.0,0.5,2.1,2.0,2.0,2.0,2.0,-1.0,-1.0,0.2,0.7,-1.0,-1.0
625,25.0,26.0,6.9,6.9,305.0,456.0,1.0,1.0,0.3,1.1,2.0,2.0,2.0,2.0,-1.0,-1.0,0.2,0.4,-1.0,-1.0
626,31.0,32.8,8.4,8.5,882.0,1679.0,1.0,1.0,0.3,1.0,2.0,2.0,2.0,2.0,-1.0,-1.0,1.2,1.3,-1.0,-1.0
627,22.0,23.0,6.2,6.5,96.0,104.0,1.0,1.0,1.0,1.1,2.0,2.0,2.0,2.0,-1.0,-1.0,0.2,0.2,-1.0,-1.0
628,23.0,24.0,7.0,7.2,946.0,1202.0,1.0,1.0,1.2,13.1,2.0,2.0,2.0,2.0,-1.0,-1.0,0.3,0.4,-1.0,-1.0
629,27.0,28.0,5.2,6.6,238.0,309.0,1.0,1.0,0.3,11.3,2.0,2.0,2.0,2.0,-1.0,-1.0,0.2,1.1,-1.0,-1.0
630,26.0,26.0,6.8,7.1,157.0,282.0,1.0,1.0,0.6,1.1,2.0,2.0,2.0,2.0,-1.0,-1.0,0.2,0.2,-1.0,-1.0
631,28.0,29.0,5.3,7.1,101.0,198.0,1.0,1.1,0.7,0.8,2.0,2.0,2.0,2.0,-1.0,-1.0,0.3,0.7,-1.0,-1.0
632,28.0,29.0,6.5,6.8,180.0,181.0,1.0,1.1,0.4,9.5,2.0,2.0,2.0,2.0,-1.0,-1.0,0.2,1.3,-1.0,-1.0
633,29.0,29.0,7.2,8.3,163.0,198.0,1.0,1.0,0.5,3.9,2.0,2.0,2.0,2.0,-1.0,-1.0,0.3,1.2,-1.0,-1.0
634,27.0,29.0,5.7,6.2,207.0,210.0,1.0,1.0,0.7,1.2,2.0,2.0,2.0,2.0,-1.0,-1.0,0.2,0.3,-1.0,-1.0
635,25.0,26.0,6.6,6.8,359.0,424.0,1.0,1.0,1.3,2.0,2.0,490.0,2.0,2200.0,-1.0,-1.0,0.2,0.8,-1.0,-1.0
636,24.0,25.0,7.3,7.5,344.0,375.0,1.0,1.0,0.3,0.6,2.0,2.0,2.0,2.0,-1.0,-1.0,0.3,0.8,-1.0,-1.0
637,24.0,24.0,6.8,7.2,113.0,175.0,1.0,1.0,0.3,1.3,2.0,2.0,2.0,2.0,-1.0,-1.0,0.2,7.6,-1.0,-1.0
638,25.0,26.0,6.6,6.8,229.0,267.0,1.0,1.0,1.9,2.9,2.0,11.0,2.0,33.0,-1.0,-1.0,0.2,0.2,-1.0,-1.0
639,25.0,26.0,6.8,6.9,155.0,183.0,1.0,1.0,0.3,0.6,2.0,2.0,2.0,2.0,-1.0,-1.0,0.2,0.2,-1.0,-1.0
640,24.0,24.0,6.9,7.1,418.0,485.0,1.0,1.5,0.7,0.9,2.0,2.0,2.0,2.0,-1.0,-1.0,0.2,0.4,-1.0,-1.0
641,24.0,26.0,7.3,7.7,549.0,810.0,1.0,1.1,0.7,1.0,2.0,2.0,2.0,2.0,-1.0,-1.0,0.5,0.5,-1.0,-1.0
642,25.0,28.0,7.0,7.2,285.0,351.0,1.0,1.0,0.7,0.7,2.0,2.0,2.0,2.0,-1.0,-1.0,0.5,0.7,-1.0,-1.0
643,18.0,22.0,6.5,6.8,163.0,276.0,1.0,1.0,0.9,1.3,2.0,2.0,2.0,2.0,-1.0,-1.0,0.2,0.2,-1.0,-1.0
